,imv
35,"[0.00527742186878159, 0.004711962100583608, 0.0054673811733761905, 0.004989474141672492, 0.005492439327755485, 0.004949046292129252, 0.005626958708263259, 0.0049078844900255535, 0.005682502155896526, 0.005164401958581796]"
36,"[0.005365947962417784, 0.005345783028809923, 0.004887425012271145, 0.0048880756042746325, 0.005548306441543476, 0.005389208679266384, 0.005578806233078318, 0.005088301804536724, 0.005266079854912338, 0.004919144451503475]"
37,"[0.005305920909598864, 0.004998942001667102, 0.005400919148552525, 0.005307316666452432, 0.005670441343054665, 0.004921217330571382, 0.005137894040343559, 0.005575406445316415, 0.00514577888078028, 0.004822893726402265]"
38,"[0.004892463861582065, 0.005026886559174179, 0.005181985410637715, 0.005298176638937216, 0.004759785640989791, 0.005132387005597705, 0.005401035011104007, 0.005290525347097828, 0.005917822174662225, 0.005360588402391466]"
39,"[0.005469288568291248, 0.005077318471383214, 0.005445058927742516, 0.0048869360651387726, 0.0056202229106816085, 0.005289714920877836, 0.0053066699692148455, 0.005245723379499589, 0.005239284698580329, 0.004701560740611762]"
40,"[0.005262288199644878, 0.00603175267728738, 0.005159937676820244, 0.004725658613367858, 0.005297814017197805, 0.005046038169236161, 0.005670694822346499, 0.004784061821877682, 0.005204200565622442, 0.005076572895905062]"
41,"[0.005625736465954713, 0.004926938081142449, 0.005408543158191794, 0.005207779613838106, 0.004990991239471698, 0.0057058047535765944, 0.005466726749109433, 0.005070084987584681, 0.004684963433867388, 0.00514435340397417]"
42,"[0.004889850561133125, 0.00549462572390054, 0.004735729859261941, 0.004964595924990305, 0.004644212774701688, 0.0058122862378246435, 0.005197079361661347, 0.0056440929766383525, 0.005378379835696847, 0.005486924289432674]"
43,"[0.005342725757618918, 0.005003117065460966, 0.005210828127829779, 0.005524138096123725, 0.005895254280261288, 0.005153924450121813, 0.0049770405552974645, 0.004320603218404835, 0.005352742522912922, 0.0054945635105365515]"
44,"[0.004720165526201912, 0.004471640295355627, 0.005579734923173078, 0.005174145107313708, 0.005503839492536983, 0.005971860863361441, 0.005247820418876148, 0.005066606600225917, 0.0049778829526897946, 0.005545381201496298]"
45,"[0.0048664603086471065, 0.005460417398230845, 0.005379031721897704, 0.005284905913434389, 0.005188491546683735, 0.005251672659362949, 0.004815493877969674, 0.0055130902871448235, 0.00482503101480533, 0.005672538469464114]"
46,"[0.005298221100969833, 0.005139246691688741, 0.004800071393851248, 0.005322689479348441, 0.005136579758769614, 0.005250308519457557, 0.0055181026406517855, 0.005011076027409412, 0.005539848258441418, 0.005254059847629989]"
47,"[0.00546603966613233, 0.004884670429033462, 0.005298808644530866, 0.004762479853835678, 0.005084558223933179, 0.005401941215981421, 0.0052311848035358635, 0.005144716297831025, 0.005375463240195884, 0.005601912723554511]"
48,"[0.005528022506461506, 0.004608952779849057, 0.005744749904569836, 0.005326126990307893, 0.005122308090038824, 0.005562765398206267, 0.005609957571363508, 0.0049513875509451105, 0.005158054067735706, 0.0046665633001550235]"
49,"[0.005372303190508385, 0.005692841234722425, 0.0053804618098405015, 0.005267775058889755, 0.0049887002165092745, 0.005536311747730982, 0.004749131233561698, 0.005186356018746393, 0.005308928353841894, 0.004778536565348221]"
50,"[0.005189192467136267, 0.005501978688800989, 0.005540589440436135, 0.005712908915044968, 0.0048866671080346116, 0.005177552745632118, 0.004377552792834945, 0.0054140963819509875, 0.005092142694740728, 0.005353572008467235]"
51,"[0.0051296664632103205, 0.005070816965093024, 0.005527273821915423, 0.00512257308022222, 0.005000540550734651, 0.005423565892842626, 0.005256703933687861, 0.005040520100784575, 0.005298199346826116, 0.005383286503235042]"
52,"[0.005775825690793377, 0.0053552994627575935, 0.0050220271915681, 0.005273148882434337, 0.005217994032565752, 0.005299049334394161, 0.00489137035534301, 0.004699990753743422, 0.005400422744961766, 0.005327845104214958]"
53,"[0.005174077118893385, 0.005266159139154041, 0.005375100931108611, 0.004946161261333648, 0.005151910063288984, 0.005261108274996615, 0.005091989625924277, 0.0053443141534526215, 0.005087951987324947, 0.005565478122620284]"
54,"[0.005178662626782846, 0.00515663274150554, 0.005422231671466093, 0.0051401121327088115, 0.004883293743033782, 0.0052628951717111185, 0.005111072416694246, 0.005082744336930679, 0.005435939950676432, 0.005601813936112338]"
55,"[0.005257607373063071, 0.004671164865256201, 0.005287244525484594, 0.00519858194615084, 0.0053397946291355095, 0.005230422494556926, 0.004531698879235563, 0.005191889781916223, 0.005893683903488442, 0.005658969642109949]"
56,"[0.005219704846239487, 0.004841651674032567, 0.005144907674873636, 0.005454442081548748, 0.005202830107614198, 0.0052691457529907195, 0.004806238316333076, 0.00515574026143363, 0.005438144620232324, 0.005735915974893019]"
57,"[0.005178215901875017, 0.005771150919991986, 0.0053355520038492485, 0.005272950341354914, 0.005261995971861738, 0.005564531651475063, 0.004512094019208257, 0.005357257672719922, 0.005323520797243466, 0.004696755399965211]"
58,"[0.005578528732170144, 0.005566907715979768, 0.005354853077883663, 0.0055589912357469524, 0.004734538523452334, 0.004762319423288837, 0.005390366220599209, 0.005491809188559277, 0.004776733832381925, 0.005036175417040486]"
59,"[0.005285977864827565, 0.005582536488818155, 0.005227006739239632, 0.005672083488822296, 0.0051373061623960666, 0.004595061418919588, 0.00521887022257348, 0.005282330486222592, 0.005347339148102036, 0.004913013055712428]"
60,"[0.005464705826478206, 0.005485440374388165, 0.004897734963718832, 0.005213138455757719, 0.004723394027523889, 0.005701240163640449, 0.005174687479466427, 0.00539186808905578, 0.004816142673360572, 0.005388335302360315]"
61,"[0.005036472744035987, 0.004832951133817866, 0.0054143410685560545, 0.004866992993901916, 0.006013217143947223, 0.004922656693777625, 0.005066904119995028, 0.005285332886345749, 0.005087869574597455, 0.005718333964351488]"
62,"[0.005237859344473559, 0.00497004229946383, 0.005828480783259406, 0.005364095261613895, 0.005590879809928278, 0.004456092235368138, 0.005102894748683232, 0.005610329600881123, 0.0052098826009968026, 0.00487761206020936]"
63,"[0.004822196103329835, 0.0046572552296725335, 0.005596769872926102, 0.005425392557404383, 0.005087972532843162, 0.005522285814322145, 0.005546523751538395, 0.005261810604518868, 0.00534196314426628, 0.004988473131918542]"
64,"[0.005152916114799354, 0.005468091331179018, 0.0050650819317079755, 0.0050421632997924475, 0.005425124452897427, 0.005489119172985483, 0.005037382831691333, 0.005188387994394896, 0.005447731808398507, 0.004966808029599844]"
65,"[0.005341747639410671, 0.005138115808534533, 0.005380268708668427, 0.005201002197749358, 0.0050474382353552704, 0.005908619070817843, 0.005282059535350652, 0.005207156307438826, 0.004724793330917368, 0.0050211287342843474]"
66,"[0.005316282043949688, 0.005516786325804411, 0.004935287840419232, 0.005045848153990283, 0.005007784360070785, 0.00544569547553261, 0.0052119334430316975, 0.0051071604641746505, 0.00506400154660055, 0.005636056523250513]"
67,"[0.005098123536421946, 0.00580168397034435, 0.00478841504734799, 0.005346898027283543, 0.006069632721160507, 0.004546049870150592, 0.00463021798106445, 0.005151008195315218, 0.00530226199278763, 0.00551185354976588]"
68,"[0.005617959373308326, 0.004935207080821524, 0.004874788370972846, 0.005362430192389074, 0.005306287609115212, 0.005065095368684189, 0.005137281050592381, 0.004880535198057566, 0.005376713087153621, 0.005705469375103903]"
69,"[0.005744172045785449, 0.005007756977707253, 0.0056304381630758425, 0.004660231906213775, 0.005276761835776184, 0.0051931392578370966, 0.005083203012497368, 0.005975007148378314, 0.004865145215127591, 0.004809907797934]"
70,"[0.00550512793327331, 0.005454433337744011, 0.005075299151640335, 0.0055878944551132174, 0.005010622539350972, 0.0052957226729636545, 0.004910305162671251, 0.005521388527028459, 0.005350993883855272, 0.004525309711022889]"
71,"[0.005728927673390569, 0.005134179329735611, 0.005070492834512974, 0.00578278780070913, 0.005235422679373154, 0.005196357850593412, 0.004731827088539986, 0.0048519453767671234, 0.005615231599123278, 0.004917347802681246]"
72,"[0.005113044342629001, 0.005067936779760011, 0.00536703021037668, 0.004953692258470391, 0.005708655627188127, 0.005299341032043019, 0.005514702324540705, 0.004946575683828923, 0.0052111334053800105, 0.005074528418425568]"
73,"[0.00514007255907274, 0.005193458501401286, 0.005411575326473846, 0.005294753472539912, 0.0049271271032762885, 0.004536613079940545, 0.005774147244877087, 0.0053949143823094755, 0.005430583363783133, 0.005164413997941054]"
74,"[0.005162203326177983, 0.005209896701284942, 0.005482988879279355, 0.005065093237942285, 0.005178158726424041, 0.005069231553815536, 0.005633323820366804, 0.005270001904011388, 0.00473734908707147, 0.005451104644100834]"
75,"[0.005758626667050101, 0.005091366337496439, 0.005015437120130837, 0.005225240956157739, 0.0051274442683512545, 0.005128668426739769, 0.004868324390440365, 0.0052353758697605965, 0.005110297110349377, 0.005696044202289357]"
76,"[0.005446526004122185, 0.004632356680778864, 0.004991798840443631, 0.005791270036879684, 0.00565011502366646, 0.005310468715036125, 0.0048368806553973085, 0.00524120974000592, 0.005094209757713805, 0.00524704002093637]"
77,"[0.005116522103197643, 0.005591048815230864, 0.0050086646398516095, 0.005184745003136778, 0.005140442597296372, 0.00525194707887676, 0.0053699080152112885, 0.0050985839048679465, 0.005351761904704114, 0.005157629480839884]"
78,"[0.004647141066761583, 0.00539505832809322, 0.005349543081355472, 0.005237935442314479, 0.0052894404820214075, 0.005571247009369584, 0.004851665064169984, 0.0049419218879551636, 0.005297060023328209, 0.0056889363644479106]"
79,"[0.004945181853562552, 0.0047983725073712, 0.005488050540959966, 0.0058041402641800304, 0.005605478670733143, 0.005237653309399961, 0.005027235333148074, 0.005327595062040539, 0.004806179059657054, 0.005218380656209099]"
80,"[0.005255476277167409, 0.00521071691336709, 0.004914435081695192, 0.005820985268308463, 0.004933056922706995, 0.005037988618631234, 0.0049982015426683546, 0.005554347281167079, 0.005284337847317277, 0.005241482103327714]"
81,"[0.005191181393723647, 0.005301553423248027, 0.005546639890645817, 0.005115086784768715, 0.005349670420111868, 0.004728105232117622, 0.005291107546116518, 0.005628642472453126, 0.0050671619364796245, 0.005056318138765192]"
82,"[0.004869361887960785, 0.005580746500787, 0.005124396064292844, 0.005170189487944619, 0.005237687112272379, 0.005531083216412971, 0.00535537470069982, 0.005329846690818722, 0.0049171325550000575, 0.005159263092187222]"
83,"[0.005213719649378745, 0.004622388884443772, 0.0058385871932468076, 0.00522007751733093, 0.005441667554588962, 0.004993053603565195, 0.0053966780054843805, 0.0051942328704174786, 0.005394018866847696, 0.004959859376738104]"
84,"[0.005446858626612806, 0.005364291122655863, 0.0049108920265727215, 0.004881265974674462, 0.005321658707294813, 0.00463026836449862, 0.005759693171306239, 0.005154778133499554, 0.005460719983011219, 0.005330069015880765]"
85,"[0.0050109740522109565, 0.005233727305067642, 0.006147486723912641, 0.004693646399413833, 0.005508845893821103, 0.0052004720534673775, 0.00504625221374458, 0.00465860246859653, 0.005581613770589099, 0.005166960843968337]"
86,"[0.005055465936438482, 0.005027984957072076, 0.005498058182598657, 0.005138052901355875, 0.005294506277933078, 0.0051784132676767165, 0.005665811830574126, 0.005704063899141654, 0.004638915361736116, 0.0050655057040426355]"
87,"[0.004692596175320783, 0.005499770379926592, 0.005253442307435677, 0.005201625607316342, 0.005564445756811672, 0.005325054870614955, 0.005293688751138253, 0.005250021481714667, 0.005294966683370328, 0.004881409314752919]"
88,"[0.005472934767602613, 0.005333584887089998, 0.005154662929755287, 0.004850766275842056, 0.0054609402326227996, 0.0054209745227162, 0.005413033457167361, 0.005212559695700499, 0.004974551307873387, 0.004957947788822727]"
89,"[0.005149523579803019, 0.004929423046410564, 0.005101593716930432, 0.005202829631436168, 0.005090826555808096, 0.005033332695479933, 0.0051668948830626855, 0.0052531584694927805, 0.00588650583767805, 0.00543769623128078]"
90,"[0.005396634665302799, 0.0057464450726371265, 0.005551024596019463, 0.005298596074888265, 0.005009909545107031, 0.005410213015558024, 0.005339555298163941, 0.0050227685227972295, 0.004340971722431189, 0.005141655702631663]"
91,"[0.0055003128934148, 0.005380665433290624, 0.005234797603970333, 0.005040232499496192, 0.004662607483394909, 0.005021506134075001, 0.005453583895181483, 0.005014396772640221, 0.005223377623225866, 0.005713698496746165]"
92,"[0.005065235088881802, 0.00516397000664704, 0.004583887122743049, 0.005196443421458687, 0.0054037741895796645, 0.005278012575489122, 0.005488658754079726, 0.005174783901153073, 0.005533352338705538, 0.005371313074780863]"
93,"[0.00567660081576193, 0.005244839286433134, 0.004855365007309044, 0.005280084549581432, 0.005189541789073322, 0.00506611143878634, 0.0049519596135513535, 0.005549728696615765, 0.004624133458082203, 0.005819936763215873]"
94,"[0.005180105785326045, 0.005183239008445072, 0.004260678239501919, 0.005530755766746859, 0.005522690118078067, 0.005037644510321047, 0.00547890836104974, 0.00522201675855681, 0.005222076671511576, 0.005599100553749694]"
95,"[0.005598058606555193, 0.004991254649178268, 0.00538977073196062, 0.005573173071153257, 0.0052623072063539755, 0.004977369252578589, 0.005068346342318509, 0.0054866989661329245, 0.005104508742817749, 0.004810939906716782]"
96,"[0.0049579348518421565, 0.005087205476397101, 0.004941045047551128, 0.005422502566050319, 0.005539573060239691, 0.00514746161013367, 0.005736473117780022, 0.004957705940366776, 0.004935374903828338, 0.005546990142332976]"
97,"[0.00456875478986319, 0.005439882459402595, 0.005462739011634601, 0.005556741491515495, 0.005016012024776089, 0.0048196611920805375, 0.0051569632860510575, 0.005283413076704551, 0.00567625257843892, 0.00528320652234686]"
98,"[0.0054516603090051345, 0.004919433535826656, 0.005431073430008043, 0.00537240760213583, 0.0049410292838608936, 0.004895296518729281, 0.005915563032682493, 0.0051883525460196785, 0.0049851592051806245, 0.00515211428345562]"
99,"[0.004907007769651527, 0.004894743991222471, 0.00523866695634913, 0.004983598816556396, 0.005844228775108006, 0.005490830379169077, 0.004823350340519135, 0.0051688657183724465, 0.00555860784076812, 0.005367143515192719]"
100,"[0.005146943531735062, 0.005054010168423357, 0.005092982629597075, 0.005434790649569536, 0.005426618470886155, 0.005746076759063457, 0.004890015037534408, 0.005107628682234992, 0.004759031371906397, 0.005596659322346916]"
101,"[0.005326109860368645, 0.0048195456224393845, 0.0053675645798326845, 0.005013290561208622, 0.004607832724376592, 0.00503569630850408, 0.005640613374799651, 0.005576353121450971, 0.005064322188575738, 0.00580437044976179]"
102,"[0.005268340785189663, 0.004925943727115882, 0.00535515267742911, 0.0051664977444526704, 0.00501261214620792, 0.00506711486386207, 0.0051855228939564875, 0.005839622507812697, 0.005275890414029058, 0.005176535796338152]"
103,"[0.005211014980643899, 0.00516502261801439, 0.005307357623810046, 0.005038849739134022, 0.0053008867827524855, 0.005535392237365985, 0.005389694106683121, 0.00476107446255228, 0.005022792364841527, 0.00551944072549336]"
104,"[0.005063018848800949, 0.00543562330482256, 0.005025582292953473, 0.005475817678779464, 0.005082750953323901, 0.005441898928658298, 0.00508608376965708, 0.00487908480087481, 0.005383687409667424, 0.005381451399223856]"
105,"[0.005441405508189401, 0.005364513551092556, 0.005235985296338497, 0.005275977303476399, 0.005629053136419, 0.0050564451148719415, 0.004742692550441672, 0.004620953467196878, 0.005537653406374392, 0.005347747675440652]"
106,"[0.005454313848546628, 0.004806530485174771, 0.00501073906456539, 0.005176509220646756, 0.005004299540906301, 0.004894859443664741, 0.005342677872817563, 0.005401659883185774, 0.005840846349392154, 0.0053234874662766276]"
107,"[0.005024118967046983, 0.005629759134602932, 0.005485280764070507, 0.00496027605250425, 0.005129623075611772, 0.005067688288482709, 0.0044795351931860555, 0.0054582070301894044, 0.005507225038345571, 0.005519774149646789]"
108,"[0.005111908593063267, 0.005169761086995059, 0.005125303022582857, 0.005293991909310615, 0.0051942208736395394, 0.0048991677341508775, 0.005653766001681023, 0.005575778199702333, 0.005177358372513635, 0.005064549595067964]"
109,"[0.005174681027106597, 0.005543435647633511, 0.0051295066909056155, 0.005030028016352181, 0.005278838233046613, 0.005468018326928902, 0.005219160391354127, 0.0053877757183512604, 0.005239497067399267, 0.004809576004250869]"
110,"[0.0046911243513683715, 0.0053498239786917935, 0.005358118211940643, 0.005245948378152672, 0.005157668425523392, 0.005429654826104636, 0.00492864837005355, 0.005414474435852142, 0.005397021380569568, 0.005270853253734453]"
111,"[0.005293414604754364, 0.005040747506535467, 0.0051951654636023335, 0.0056222995839204535, 0.005245783973930142, 0.005043077017965998, 0.005167592095532026, 0.005302943920711281, 0.004764636684134587, 0.005581890165378526]"
112,"[0.005465018630836017, 0.005278691201197987, 0.00502283267033571, 0.005160485333564205, 0.00467423870091266, 0.005355516045100536, 0.005474350929373444, 0.005417359008159056, 0.005034736698112367, 0.005391487381211211]"
113,"[0.005581566214321104, 0.0053957743860654165, 0.005035411733443221, 0.004995220800207302, 0.005466135565895271, 0.005444649075830708, 0.0049139854309390284, 0.005640684188532672, 0.004889108737936041, 0.004903342044301504]"
114,"[0.004561980911740011, 0.0054992476570065625, 0.00563839183036653, 0.005333069940584788, 0.004964637667892684, 0.005526363980952647, 0.0049221408463216215, 0.004892841670844464, 0.005860314107501523, 0.005077753796658553]"
115,"[0.005102919079229861, 0.00552070209558491, 0.004975661113971934, 0.004837822670464742, 0.005125056269351774, 0.005225502982639245, 0.005439040798614805, 0.0052825476546282425, 0.005315693953560036, 0.005444215207558049]"
116,"[0.005449419425524238, 0.005013010072742416, 0.00523013831009548, 0.005034396222379155, 0.005518137096783596, 0.005507341182088809, 0.0053453434337186485, 0.004936181043039447, 0.005544422261167078, 0.004689241308459901]"
117,"[0.005145567271910671, 0.005405396771552685, 0.005425780038811878, 0.005223394693741705, 0.005075687506053364, 0.005211369948312432, 0.0052544038294759475, 0.005230099043238967, 0.004900626509281719, 0.005398376456863135]"
118,"[0.0052343053630736335, 0.005377578234897614, 0.005620180476851292, 0.004638508367622252, 0.004935867100151697, 0.005161024747385981, 0.0053977953763283135, 0.005522663368420088, 0.005116254210620294, 0.005259605222758633]"
119,"[0.004737281771737707, 0.005337151794619284, 0.0052536429232431375, 0.005085632189544305, 0.005353719040572189, 0.004873121618216794, 0.0058067894218858185, 0.005779389185419118, 0.004823863741517106, 0.005203379362781661]"
120,"[0.004981412202240201, 0.00570285382243719, 0.005275199207995015, 0.00511451387690338, 0.005063593746243283, 0.00595001227753849, 0.005201471477529368, 0.0047171688849868805, 0.005164610082688702, 0.005096297799205458]"
121,"[0.0049222777822716356, 0.005566517381504367, 0.004945997857126541, 0.004957009573862575, 0.0056883933756541995, 0.005430942684088462, 0.005116740091814702, 0.00511270490069701, 0.005209127805504095, 0.005309297675082604]"
122,"[0.005814400933241274, 0.004606408097545571, 0.004478013679555419, 0.005605176326991417, 0.005379902763308136, 0.004987601412570578, 0.005089113982654533, 0.004850459882667654, 0.005594810884517581, 0.005830298696498547]"
123,"[0.004876861579295228, 0.005300544604015111, 0.005508295278823862, 0.005605575325121293, 0.005184451835501376, 0.0048463127416848795, 0.005009435180823196, 0.005514597328480356, 0.004949555251931367, 0.005477609807779063]"
124,"[0.005271224899363509, 0.005754930261231311, 0.005034263978841125, 0.005861177975361817, 0.005523950217372853, 0.005239953824232786, 0.0053411958217765045, 0.00491310633355305, 0.0048570609548709235, 0.004441500557299482]"
125,"[0.005291148743457392, 0.005622785227194671, 0.004710972897905243, 0.0054489348583974745, 0.00504159183201961, 0.004582278110771776, 0.005490528860226219, 0.005131712770686717, 0.005219625500867344, 0.005712355820805237]"
126,"[0.004946607419607742, 0.005445241300777215, 0.005538335530174578, 0.005206110504241419, 0.004912517450391001, 0.005195993606618239, 0.005098059520914401, 0.005236490028219758, 0.005912913495111374, 0.004759296971102342]"
127,"[0.005665690993957441, 0.004781587258709605, 0.00490761053001005, 0.005210445234170128, 0.005553178711170969, 0.0052678258280146415, 0.005129912336873016, 0.005116446376043402, 0.005303870070407709, 0.005337938428742174]"
128,"[0.0053118027008654525, 0.005148329954383108, 0.005573954434230597, 0.005439068870985224, 0.005051412582111195, 0.005650401525948009, 0.005107209269329271, 0.005372975007593057, 0.005215608667344972, 0.00439115997965172]"
129,"[0.005566782810259822, 0.005287142478332509, 0.005386313304339845, 0.005044053943291313, 0.00503155482614437, 0.005199014748177317, 0.005386734215939689, 0.005315263609661792, 0.005104295085924039, 0.0049320634926453095]"
130,"[0.005158982482806075, 0.0052541416492412505, 0.005418097195284459, 0.005164112032775413, 0.00478878017158648, 0.005449151975520638, 0.005776795728810627, 0.005363651840468227, 0.004602107526270923, 0.0052955684631170495]"
