,imv
98,"[0.006320236269107535, 0.006574784703741497, 0.005896624089812021, 0.006530533793438678, 0.0064349692024620745]"
99,"[0.006497084108630427, 0.005930804268247494, 0.006276861054882476, 0.00604579037224869, 0.007002353862183498]"
100,"[0.006611183644324122, 0.006524964146047848, 0.005712538314748916, 0.006652436499968706, 0.006256138781262737]"
101,"[0.006344272803153502, 0.006591521713986067, 0.006031613061814291, 0.0064087251154461965, 0.0063676427773919]"
102,"[0.006602120696275587, 0.006696553428786687, 0.005960615890556952, 0.006498717691211457, 0.005978629394642206]"
103,"[0.007015932941451955, 0.006201934829084788, 0.005869628807432434, 0.006566020581861209, 0.00608874073154356]"
104,"[0.006479795293871512, 0.006465839458993738, 0.006225550855254891, 0.006289891628610166, 0.006287400701208221]"
105,"[0.006175609820846809, 0.0067569374715677165, 0.00648061881645566, 0.005928319115625551, 0.0064257520368521375]"
106,"[0.006529907984978287, 0.006636989165270113, 0.005987376446308629, 0.006369480548095958, 0.006241524705182489]"
107,"[0.006295554494340081, 0.006648035243903232, 0.005796808704937801, 0.006546432487498863, 0.006465803404505514]"
108,"[0.006225996759465777, 0.0065339055379828115, 0.006579497539501326, 0.0060871389420713296, 0.006340151541073235]"
109,"[0.006140440282650795, 0.005954115775296008, 0.006281460463555071, 0.006728453870691072, 0.006622818256638507]"
110,"[0.006119162531742591, 0.006460321058227868, 0.006414680597207559, 0.0062860621391287565, 0.006470533076487332]"
111,"[0.006132581023879824, 0.0063214192923798755, 0.00623478165748587, 0.006340611542341085, 0.006731814143516318]"
112,"[0.006117266673901864, 0.006089601673406505, 0.006490838747391829, 0.00665144444860782, 0.006378019328723304]"
113,"[0.006599859557823707, 0.0064672180860252644, 0.006379770626500053, 0.005969374420804622, 0.00631656589070499]"
114,"[0.006289024514611164, 0.00672642413311723, 0.006058466118914197, 0.006418676238869638, 0.006231871385854628]"
115,"[0.005923788775283095, 0.00623502337746742, 0.006537640823990982, 0.006457836358193371, 0.006570142233593465]"
116,"[0.006222280175282857, 0.006251882371364228, 0.006476334813894421, 0.006506206672379488, 0.0062587262931813]"
117,"[0.006116741591633007, 0.006560694388267488, 0.006380604463644092, 0.006204643464750651, 0.006470535511556734]"
118,"[0.006477512689359735, 0.006486236304788094, 0.005990929351940361, 0.006516764667899845, 0.006239306363773076]"
119,"[0.006430170594769385, 0.006507966318719901, 0.006350002121776241, 0.006240101780699767, 0.006221250621599132]"
120,"[0.0062028371092198225, 0.0066035464404395, 0.00595437612919243, 0.006257070138817804, 0.0066857961297404084]"
121,"[0.006441577071289155, 0.006605711030367788, 0.006601292661341738, 0.006235170339229177, 0.0058555998768963025]"
122,"[0.006080169409828604, 0.006086715475668083, 0.00662531171010899, 0.006447480631924205, 0.006515359105337652]"
123,"[0.006581510501675335, 0.006695248452585725, 0.005961431161270021, 0.00626555778515192, 0.006218871553275078]"
124,"[0.006482988472992922, 0.006666842508936667, 0.00558663993664751, 0.006806004333304369, 0.006168722187216438]"
125,"[0.006118124386631153, 0.006771562611008493, 0.006174681567908045, 0.006290125149970583, 0.00638545558315751]"
126,"[0.006200488575119356, 0.006460544468251632, 0.006610865035710073, 0.0063295307197065, 0.006146869969264103]"
127,"[0.006439455709736024, 0.006250500054265082, 0.006565900899039458, 0.006268002078321237, 0.006226157478222289]"
128,"[0.006406877130024024, 0.00645059242920386, 0.006051543924857963, 0.006379815587204198, 0.006458693483541058]"
129,"[0.0060854951955921855, 0.006741349743458862, 0.006272465102298185, 0.006080732570332203, 0.006545723760548391]"
130,"[0.007146034457852421, 0.0057506933438545545, 0.006234026215833777, 0.005836295321939919, 0.006784087655350416]"
131,"[0.006045379679483753, 0.006512128993535734, 0.006643526375504933, 0.006424147066489944, 0.006126608304279693]"
132,"[0.006672717423656792, 0.006267971301853506, 0.006533340073804509, 0.005994767814316638, 0.0062623880766493984]"
133,"[0.006363397583648439, 0.006256375066261819, 0.0064587839821405564, 0.00642988442806649, 0.006235872334208033]"
134,"[0.00691794300503071, 0.006000098517065361, 0.006173418762541395, 0.006076800433214101, 0.006564261017561801]"
135,"[0.006330797390958025, 0.006011909725505391, 0.006270511996333901, 0.0064765737528763604, 0.006669925241979882]"
136,"[0.0058028926117410775, 0.0067206565601032504, 0.006387390744119319, 0.006657568410971611, 0.006176858806635987]"
137,"[0.005801297681016112, 0.006570776574937334, 0.006103620754629293, 0.0064622467542396695, 0.00682969047029123]"
138,"[0.006460084376063306, 0.006256133577904167, 0.0059783036426791095, 0.006095817129040868, 0.006945994106416536]"
139,"[0.006803774422469034, 0.00624246308084917, 0.006191598897929651, 0.006207934563222636, 0.006294099900571189]"
140,"[0.0061843245079921194, 0.006423127289256737, 0.0060819637325569475, 0.006784682199213662, 0.006282149547452982]"
141,"[0.005980632735392438, 0.006423483206762436, 0.006449991440978051, 0.006329202611003617, 0.006567248191704179]"
142,"[0.006420767183227876, 0.006278754872331459, 0.006740868114160989, 0.005866312345681064, 0.00640752318516442]"
143,"[0.006132079623293096, 0.006268775545166729, 0.006368299230346047, 0.006633439299516489, 0.006345544774329973]"
144,"[0.005957400426162933, 0.006748457511828281, 0.006397736689176313, 0.006588325613477528, 0.006052480908049319]"
145,"[0.006897834246922239, 0.006023498271022531, 0.00633703132642463, 0.006370102222035791, 0.0061154084531397255]"
146,"[0.006428615830393107, 0.006252023028148384, 0.0065649363632431625, 0.006132351851921493, 0.006360539643784622]"
147,"[0.006433436227580715, 0.006462827078330609, 0.006170531882347667, 0.0064463900303484145, 0.0062146962412148446]"
148,"[0.006533371780810425, 0.00646462733346267, 0.006173444890431364, 0.0061858960601190935, 0.006395609461983852]"
149,"[0.006709777737516818, 0.006545937196292781, 0.0063396245910445695, 0.00598646288885335, 0.006150275722750303]"
150,"[0.006840352576717402, 0.006137002288328503, 0.005956489961516012, 0.00671863453506711, 0.006086506311231905]"
151,"[0.006444555738167807, 0.0063588556556997446, 0.00597523129389524, 0.006198147613848915, 0.006751877995629245]"
152,"[0.006080795937077341, 0.006814253343069904, 0.006490401205564373, 0.005948927773076356, 0.006417784549784028]"
153,"[0.006284707182694261, 0.006130122447855376, 0.006429878425573184, 0.0065892496848256096, 0.006335602044901712]"
154,"[0.006329617308776105, 0.006186853701542008, 0.006266982854035802, 0.006742947359452648, 0.006217520498446541]"
155,"[0.005949830072192882, 0.006655476185118747, 0.006423603652186384, 0.00623175142649324, 0.006491369224710222]"
156,"[0.006192408943809215, 0.006166616025576319, 0.0063869186837615536, 0.006592766759283363, 0.00636746095510175]"
157,"[0.006118470933549101, 0.0067021825656108135, 0.006318916501636227, 0.006228251674773743, 0.0063890112770653654]"
158,"[0.006628635824236378, 0.006404770545198517, 0.00599392490529655, 0.006614043753291827, 0.0061183092150174775]"
159,"[0.006374118149104801, 0.0062180427723581184, 0.006172807043317136, 0.006319704844896834, 0.006657143981779799]"
160,"[0.00712203526524936, 0.005997189208452462, 0.006458787563617129, 0.006108459245212138, 0.00603722604658691]"
161,"[0.006394211620524971, 0.006767418816595382, 0.005947007816363661, 0.006410920605289398, 0.006213444046623916]"
162,"[0.0061355795399211524, 0.006471580953869503, 0.006247178466695496, 0.006405368678175509, 0.006496959637561897]"
163,"[0.0058382358777861664, 0.0066085958378159565, 0.006684920048701158, 0.006084007515249225, 0.006524448007311909]"
164,"[0.0063622822961923765, 0.006729763580443295, 0.006189781113637355, 0.0060355568995008315, 0.006438784903428633]"
165,"[0.006296645300584925, 0.00642010758243239, 0.0065576468090175035, 0.006348770767309604, 0.006132591132716965]"
166,"[0.006967718497600757, 0.006023703632314192, 0.0063144915384734865, 0.006322911332786529, 0.0061019985266813756]"
167,"[0.006556413925300285, 0.006451265426771814, 0.006190778740094652, 0.006226398975563928, 0.006321070152093981]"
168,"[0.006637943332082351, 0.006295870268888049, 0.00660668800321533, 0.006097649424070024, 0.006099744136098346]"
169,"[0.00662040067447918, 0.005809652924223353, 0.006311540441685363, 0.006312427588366313, 0.006681413465562532]"
170,"[0.006198603374707509, 0.006226555130992499, 0.0062641516844009985, 0.006367914198907976, 0.006679403110490204]"
171,"[0.006318163995039116, 0.006604157859235621, 0.006336996273779914, 0.006170749713743472, 0.006291818861001436]"
172,"[0.0061390817119025935, 0.006512035694968272, 0.006033396532481265, 0.0068134292100154115, 0.0062305281711941725]"
173,"[0.00623224060026286, 0.006247042853095474, 0.006720144757838762, 0.006343015158291284, 0.006214282966277715]"
174,"[0.006545249575659176, 0.006412308484385745, 0.006113133591342765, 0.006156769898974933, 0.006516110476004599]"
175,"[0.006411260565934299, 0.006298427207762307, 0.006366280693324342, 0.0064922864991868185, 0.006183909667890055]"
176,"[0.006265144791384789, 0.006691082074710464, 0.006491065405892816, 0.006402818932192011, 0.005888347793351321]"
177,"[0.006497722128297797, 0.006521430259313323, 0.006406129600853583, 0.0060014436056031375, 0.006324886472465792]"
178,"[0.005792240092532724, 0.006533439927010084, 0.006584384270125846, 0.006749675425580436, 0.006077685962188099]"
179,"[0.006173420908080355, 0.006704171323641547, 0.006164904242169092, 0.006567465375242097, 0.006146523525505038]"
180,"[0.006320560944425852, 0.006195833641095197, 0.006180590452396785, 0.0065771927621491874, 0.006466783470575076]"
181,"[0.006488493106257441, 0.0063008065960220485, 0.006260910005642831, 0.006585058387671428, 0.006123640375007086]"
182,"[0.006067898216417149, 0.006191796986802931, 0.006751785673705484, 0.006197067032841548, 0.006540840348859731]"
183,"[0.006672215430006167, 0.0062840637148487465, 0.006145369229626078, 0.00622122381230771, 0.006436370966194262]"
184,"[0.005984892340682632, 0.006182067640110877, 0.006466563871182224, 0.0066951943314981725, 0.006403722411858045]"
185,"[0.006162581057207579, 0.006799396268211594, 0.0062280960382377504, 0.006118190050826651, 0.006449725052082833]"
186,"[0.006544291122938506, 0.006506767383519433, 0.006032399824937618, 0.006749439735117808, 0.005909404377487854]"
187,"[0.006960360117212399, 0.006189866266337971, 0.006168041598002047, 0.0065460700906785916, 0.005873761041334957]"
188,"[0.006605377321520436, 0.0063875840690947264, 0.005833965430176145, 0.006207634878580842, 0.006687048588220839]"
189,"[0.0064746132334602005, 0.006516704735418415, 0.0059291335076727845, 0.005825799929177209, 0.007004876683762692]"
190,"[0.006401223000472875, 0.006250059033134379, 0.006168745148329099, 0.0064523772618058604, 0.006462139264198129]"
191,"[0.00647014613269415, 0.00618525454981611, 0.006165622077796108, 0.006870383650313099, 0.006020732202411463]"
192,"[0.006501603815146601, 0.005992663004538565, 0.00643493715899522, 0.006559519784113541, 0.0062436766971471405]"
193,"[0.0063661037580201784, 0.006405961853048321, 0.006622419170705935, 0.006334544918281785, 0.006009702286787053]"
194,"[0.006233494925132295, 0.006040037088800356, 0.006471689432601728, 0.006591688671691444, 0.006385185358510525]"
195,"[0.006725372148096526, 0.006305990051450881, 0.006641034890176371, 0.0060390610322101365, 0.006032135802551884]"
196,"[0.006851182690900615, 0.006122377532552926, 0.006846579514834188, 0.006175873625974802, 0.005738634866582073]"
197,"[0.0061662007441405245, 0.006552702169930864, 0.006307049092522397, 0.0061701189026082594, 0.006536667311511034]"
198,"[0.006357933699042437, 0.00642824374053765, 0.006226546037597318, 0.006372529703870078, 0.006377097432932063]"
199,"[0.00599139780241317, 0.006571664083214127, 0.006563509572187029, 0.00631426284149056, 0.006303482133666305]"
200,"[0.0063126500854039005, 0.00635986634250863, 0.006469219169548843, 0.005974899268489055, 0.006616613559540069]"
201,"[0.006596323083352244, 0.005892439059066388, 0.006289638119953189, 0.006397436489484293, 0.006582567302439857]"
202,"[0.006488927206947695, 0.006231222944608122, 0.006382542878309592, 0.006648117830802393, 0.00597753479154825]"
203,"[0.006407651667955217, 0.006359154879286471, 0.006472980440976781, 0.006254092667258337, 0.006221576217822835]"
204,"[0.006425581231864958, 0.006294044875713193, 0.006144118783694742, 0.006418671990372659, 0.006483225415077974]"
205,"[0.006328342379677311, 0.006166879866554149, 0.006349989275930527, 0.006499964291286409, 0.006394543692384293]"
206,"[0.0063726653215534015, 0.006107052620721551, 0.006170215867558823, 0.0065878605641952375, 0.006515562477040827]"
207,"[0.006255525482615102, 0.006020327790204656, 0.006507354326559581, 0.006786667791317557, 0.006163945562470452]"
208,"[0.006274772374795479, 0.006322535484986944, 0.0065149071575735466, 0.006212195286662293, 0.006411014208865988]"
209,"[0.006666983296596257, 0.006197527243344678, 0.006644007703838451, 0.006247837565174925, 0.006010225341986833]"
210,"[0.006672350996475206, 0.00633397496562498, 0.006240216416205271, 0.006297336712917357, 0.0061881594620819425]"
211,"[0.006792009856994448, 0.006257747977852217, 0.006032682611568563, 0.006137319250382968, 0.006513899842439399]"
212,"[0.006654322928601066, 0.0058352588857165655, 0.00650930872415754, 0.006605130123285633, 0.006133812728355731]"
213,"[0.006281587754568203, 0.006100605065300067, 0.006039246776813884, 0.006840886553462227, 0.006493393550469782]"
214,"[0.005731460535908719, 0.006546172266566612, 0.006480091167958259, 0.0067147579270126975, 0.006254304351469525]"
215,"[0.006173659113078676, 0.006528589932175501, 0.006192964440039189, 0.0063069518779411155, 0.0065370429246967695]"
216,"[0.006040412245029361, 0.006928991370972114, 0.006049423606417624, 0.00615410612434996, 0.006569288009826822]"
217,"[0.0063733231706463314, 0.00620992801235818, 0.0060079366209566075, 0.006559839880934166, 0.006584913074544505]"
218,"[0.006149716975966482, 0.006512637694277797, 0.006511880085049653, 0.006149297150531627, 0.00642664219618537]"
219,"[0.0064112736545710765, 0.006473295532232433, 0.006209278736996588, 0.006254544977724228, 0.006396009381962479]"
220,"[0.006350111709335107, 0.006541293574373199, 0.006381882483048367, 0.006587609258157397, 0.005885846136520666]"
221,"[0.006144296783803151, 0.006405652115875426, 0.006386141425747544, 0.006241319177320093, 0.006557111500207801]"
222,"[0.006293302524597487, 0.0065333369658909105, 0.0063281061088432235, 0.00620302853368868, 0.006364101166321198]"
223,"[0.006515120738254179, 0.006203330802381514, 0.006321443370757193, 0.006253102455245257, 0.006434657054398454]"
224,"[0.0061375717226377765, 0.006298381666672086, 0.006047281180570839, 0.006408184378346743, 0.006853028576202633]"
225,"[0.006622221842571236, 0.006508084808831699, 0.006212940541393067, 0.006244737848800508, 0.006158242438177068]"
226,"[0.006499727605054632, 0.006389614036574682, 0.006490639151609266, 0.006033269794696698, 0.006348940184027523]"
227,"[0.006271082985877626, 0.00613378132172028, 0.006518464783936704, 0.006726280194738378, 0.006083839996094767]"
228,"[0.006379326046389315, 0.006401325899914865, 0.006462032109403352, 0.005996478412347298, 0.006513314996928647]"
229,"[0.006872340309854205, 0.006440915007731081, 0.005959483256663957, 0.006468843674128941, 0.006008131853601311]"
230,"[0.006279360611889841, 0.006533744460656284, 0.006299348039544463, 0.006830428663699905, 0.00579720258318356]"
231,"[0.006352232524534157, 0.006142279766501496, 0.00656077131681163, 0.006514581694103632, 0.006190410787943658]"
232,"[0.00660726351339026, 0.006332444912929183, 0.005801146425384773, 0.006601786745643007, 0.006399538948436617]"
233,"[0.006446795532428892, 0.006295804388561997, 0.00639984373724476, 0.006510809174341236, 0.0061071637197141725]"
234,"[0.005930104848409957, 0.00650062137813118, 0.006470214837484328, 0.006211127473605394, 0.0066110922947576044]"
235,"[0.006369179901083438, 0.006419861708800636, 0.005971790959117954, 0.006462660318816027, 0.006517526587349024]"
236,"[0.006348185859858297, 0.006251607411521579, 0.0062825189445938085, 0.006510243438745453, 0.00634941159331826]"
237,"[0.006277747730361559, 0.006783555112578943, 0.006350729191640533, 0.006040062103020972, 0.0062879317303132145]"
238,"[0.006231281477545098, 0.006162802942970899, 0.00647580566621433, 0.00623751731918169, 0.006646987875169901]"
239,"[0.006296989807260912, 0.006550508481905861, 0.006469819724580835, 0.006328301088599263, 0.006091417246677065]"
240,"[0.006187768608229337, 0.006533620334185312, 0.006125197486464321, 0.0063392863956480165, 0.006546499798359301]"
241,"[0.006571172724475993, 0.006292853852687477, 0.006071248703365403, 0.006315091438790535, 0.006479102348379379]"
242,"[0.006734097293048113, 0.006210237000822354, 0.006272786608739218, 0.006134524657230263, 0.006410522941335018]"
243,"[0.006229729290243916, 0.006111813443900677, 0.006259688636999034, 0.006837364916303268, 0.0063155593043659804]"
244,"[0.006338001694095463, 0.006264113950299342, 0.0062696134511238425, 0.006345380018784508, 0.006533238923142344]"
245,"[0.005834065566530508, 0.006611274987313129, 0.0063540975273529724, 0.006337279204966741, 0.006568926962471811]"
246,"[0.006464926124973614, 0.006598958268981014, 0.0057286246860788655, 0.006743676829709692, 0.006220431571258951]"
247,"[0.0060075414626610864, 0.006674788966612004, 0.00602191501296922, 0.0065246851034444515, 0.006513599275276511]"
248,"[0.00665281715600968, 0.006394011874511046, 0.006633269052737644, 0.0062124451185142145, 0.005877972872581021]"
249,"[0.006134339401675433, 0.006361645081815504, 0.006459888289617461, 0.006289949887415198, 0.006506309926337898]"
250,"[0.006670542165686961, 0.006444673754181524, 0.00611455597402194, 0.005902950739600244, 0.006634245856694003]"
